Rank,Company Name,Official / Legal Name,Slug,Ticker Symbol,Stock Exchange,Market Cap,Country,Country Code (ISO-2),Headquarters,Industry,Sub-Industry,Official Website URL,Official Careers Portal URL
1249,NewPrinces S.p.A.NWL.MI,NewPrinces S.p.A.NWL.MI Corp,newprinces,NEWPRINC,Borsa Italiana,EUR € Live Tracked,Italy,IT,Italy Headquarters,Commercial Enterprise,Operating Business,https://www.newprinces.com,https://www.newprinces.com/careers
1250,AscopiaveASC.MI,AscopiaveASC.MI Corp,ascopiave-spa,ASCOPIAV,Borsa Italiana,EUR € Live Tracked,Italy,IT,Italy Headquarters,Commercial Enterprise,Operating Business,https://www.ascopiave-spa.com,https://www.ascopiave-spa.com/careers
1251,PiaggioPIA.MI,PiaggioPIA.MI Corp,piaggio,PIAGGIO,Borsa Italiana,EUR € Live Tracked,Italy,IT,Italy Headquarters,Commercial Enterprise,Operating Business,https://www.piaggio.com,https://www.piaggio.com/careers
1252,Safilo GroupSFL.MI,Safilo GroupSFL.MI Corp,safilo-group,SAFILO-G,Borsa Italiana,EUR € Live Tracked,Italy,IT,Italy Headquarters,Commercial Enterprise,Operating Business,https://www.safilo-group.com,https://www.safilo-group.com/careers
1253,CIR S.p.A. - Compagnie Industriali RiuniteCIR.MI,CIR S.p.A. - Compagnie Industriali RiuniteCIR.MI Corp,cir-compagnie-industriali-riunite,CIR-COMP,Borsa Italiana,EUR € Live Tracked,Italy,IT,Italy Headquarters,Commercial Enterprise,Operating Business,https://www.cir-compagnie-industriali-riunite.com,https://www.cir-compagnie-industriali-riunite.com/careers
1254,Zignago VetroZV.MI,Zignago VetroZV.MI Corp,zignago-vetro,ZIGNAGO-,Borsa Italiana,EUR € Live Tracked,Italy,IT,Italy Headquarters,Commercial Enterprise,Operating Business,https://www.zignago-vetro.com,https://www.zignago-vetro.com/careers
1255,Fiera MilanoFM.MI,Fiera MilanoFM.MI Corp,fiera-milano,FIERA-MI,Borsa Italiana,EUR € Live Tracked,Italy,IT,Italy Headquarters,Commercial Enterprise,Operating Business,https://www.fiera-milano.com,https://www.fiera-milano.com/careers
1256,BFF BankBFF.MI,BFF BankBFF.MI Corp,bff-bank,BFF-BANK,Borsa Italiana,EUR € Live Tracked,Italy,IT,Italy Headquarters,Commercial Enterprise,Operating Business,https://www.bff-bank.com,https://www.bff-bank.com/careers
1257,TXT e-solutionsTXT.MI,TXT e-solutionsTXT.MI Corp,txt-e-solutions,TXT-E-SO,Borsa Italiana,EUR € Live Tracked,Italy,IT,Italy Headquarters,Commercial Enterprise,Operating Business,https://www.txt-e-solutions.com,https://www.txt-e-solutions.com/careers
1258,Arnoldo Mondadori EditoreMN.MI,Arnoldo Mondadori EditoreMN.MI Corp,arnoldo-mondadori-editore,ARNOLDO-,Borsa Italiana,EUR € Live Tracked,Italy,IT,Italy Headquarters,Commercial Enterprise,Operating Business,https://www.arnoldo-mondadori-editore.com,https://www.arnoldo-mondadori-editore.com/careers
1259,RCS MediaGroupRCS.MI,RCS MediaGroupRCS.MI Corp,rcs-mediagroup,RCS-MEDI,Borsa Italiana,EUR € Live Tracked,Italy,IT,Italy Headquarters,Commercial Enterprise,Operating Business,https://www.rcs-mediagroup.com,https://www.rcs-mediagroup.com/careers
1260,PetrobrasPBR,PetrobrasPBR Corp,petrobras,PETROBRA,B3,BRL R$ Live Tracked,Brazil,BR,Brazil Headquarters,Commercial Enterprise,Operating Business,https://www.petrobras.com,https://www.petrobras.com/careers
1261,Nu HoldingsNU,Nu HoldingsNU Corp,nu-holdings,NU-HOLDI,B3,BRL R$ Live Tracked,Brazil,BR,Brazil Headquarters,Commercial Enterprise,Operating Business,https://www.nu-holdings.com,https://www.nu-holdings.com/careers
1262,ValeVALE,ValeVALE Corp,vale,VALE,B3,BRL R$ Live Tracked,Brazil,BR,Brazil Headquarters,Commercial Enterprise,Operating Business,https://www.vale.com,https://www.vale.com/careers
1263,BTG PactualBPAC3.SA,BTG PactualBPAC3.SA Corp,btg-pactual,BTG-PACT,B3,BRL R$ Live Tracked,Brazil,BR,Brazil Headquarters,Commercial Enterprise,Operating Business,https://www.btg-pactual.com,https://www.btg-pactual.com/careers
1264,AmbevABEV,AmbevABEV Corp,ambev,AMBEV,B3,BRL R$ Live Tracked,Brazil,BR,Brazil Headquarters,Commercial Enterprise,Operating Business,https://www.ambev.com,https://www.ambev.com/careers
1265,JBS N.V.JBS,JBS N.V.JBS Corp,jbs,JBS,B3,BRL R$ Live Tracked,Brazil,BR,Brazil Headquarters,Commercial Enterprise,Operating Business,https://www.jbs.com,https://www.jbs.com/careers
1266,Banco BradescoBBD,Banco BradescoBBD Corp,banco-bradesco,BANCO-BR,B3,BRL R$ Live Tracked,Brazil,BR,Brazil Headquarters,Commercial Enterprise,Operating Business,https://www.banco-bradesco.com,https://www.banco-bradesco.com/careers
1267,WEG ONWEGE3.SA,WEG ONWEGE3.SA Corp,weg-on,WEG-ON,B3,BRL R$ Live Tracked,Brazil,BR,Brazil Headquarters,Commercial Enterprise,Operating Business,https://www.weg-on.com,https://www.weg-on.com/careers
1268,ItaúsaITSA3.SA,ItaúsaITSA3.SA Corp,itausa,ITAUSA,B3,BRL R$ Live Tracked,Brazil,BR,Brazil Headquarters,Commercial Enterprise,Operating Business,https://www.itausa.com,https://www.itausa.com/careers
1269,KlabinKLBN11.SA,KlabinKLBN11.SA Corp,klabin,KLABIN,B3,BRL R$ Live Tracked,Brazil,BR,Brazil Headquarters,Commercial Enterprise,Operating Business,https://www.klabin.com,https://www.klabin.com/careers
1270,AXIA Energia SAAXIA3.SA,AXIA Energia SAAXIA3.SA Corp,axia-energia-sa,AXIA-ENE,B3,BRL R$ Live Tracked,Brazil,BR,Brazil Headquarters,Commercial Enterprise,Operating Business,https://www.axia-energia-sa.com,https://www.axia-energia-sa.com/careers
1271,Telefonica BrasilVIV,Telefonica BrasilVIV Corp,telefonica-brasil,TELEFONI,B3,BRL R$ Live Tracked,Brazil,BR,Brazil Headquarters,Commercial Enterprise,Operating Business,https://www.telefonica-brasil.com,https://www.telefonica-brasil.com/careers
1272,SabespSBS,SabespSBS Corp,sabesp,SABESP,B3,BRL R$ Live Tracked,Brazil,BR,Brazil Headquarters,Commercial Enterprise,Operating Business,https://www.sabesp.com,https://www.sabesp.com/careers
1273,Banco Santander BrasilBSBR,Banco Santander BrasilBSBR Corp,banco-santander-brasil,BANCO-SA,B3,BRL R$ Live Tracked,Brazil,BR,Brazil Headquarters,Commercial Enterprise,Operating Business,https://www.banco-santander-brasil.com,https://www.banco-santander-brasil.com/careers
1274,BB Seguridade ParticipaçõesBBSE3.SA,BB Seguridade ParticipaçõesBBSE3.SA Corp,bb-seguridade-participacoes,BB-SEGUR,B3,BRL R$ Live Tracked,Brazil,BR,Brazil Headquarters,Commercial Enterprise,Operating Business,https://www.bb-seguridade-participacoes.com,https://www.bb-seguridade-participacoes.com/careers
1275,B3B3SA3.SA,B3B3SA3.SA Corp,b3,B3,B3,BRL R$ Live Tracked,Brazil,BR,Brazil Headquarters,Commercial Enterprise,Operating Business,https://www.b3.com,https://www.b3.com/careers
1276,EmbraerEMBJ,EmbraerEMBJ Corp,embraer,EMBRAER,B3,BRL R$ Live Tracked,Brazil,BR,Brazil Headquarters,Commercial Enterprise,Operating Business,https://www.embraer.com,https://www.embraer.com/careers
1277,SuzanoSUZ,SuzanoSUZ Corp,suzano,SUZANO,B3,BRL R$ Live Tracked,Brazil,BR,Brazil Headquarters,Commercial Enterprise,Operating Business,https://www.suzano.com,https://www.suzano.com/careers
1278,TIM S.A.TIMB,TIM S.A.TIMB Corp,tim-sa,TIM-SA,B3,BRL R$ Live Tracked,Brazil,BR,Brazil Headquarters,Commercial Enterprise,Operating Business,https://www.tim-sa.com,https://www.tim-sa.com/careers
1279,Equatorial EnergiaEQTL3.SA,Equatorial EnergiaEQTL3.SA Corp,equatorial-energia,EQUATORI,B3,BRL R$ Live Tracked,Brazil,BR,Brazil Headquarters,Commercial Enterprise,Operating Business,https://www.equatorial-energia.com,https://www.equatorial-energia.com/careers
1280,Prio SA (Petro Rio)PRIO3.SA,Prio SA (Petro Rio)PRIO3.SA Corp,petro-rio,PETRO-RI,B3,BRL R$ Live Tracked,Brazil,BR,Brazil Headquarters,Commercial Enterprise,Operating Business,https://www.petro-rio.com,https://www.petro-rio.com/careers
1281,GerdauGGB,GerdauGGB Corp,gerdau,GERDAU,B3,BRL R$ Live Tracked,Brazil,BR,Brazil Headquarters,Commercial Enterprise,Operating Business,https://www.gerdau.com,https://www.gerdau.com/careers
1282,Companhia Paranaense de Energia (COPEL)ELPC,Companhia Paranaense de Energia (COPEL)ELPC Corp,copel,COPEL,B3,BRL R$ Live Tracked,Brazil,BR,Brazil Headquarters,Commercial Enterprise,Operating Business,https://www.copel.com,https://www.copel.com/careers
1283,XP Inc.XP,XP Inc.XP Corp,xp-inc,XP-INC,B3,BRL R$ Live Tracked,Brazil,BR,Brazil Headquarters,Commercial Enterprise,Operating Business,https://www.xp-inc.com,https://www.xp-inc.com/careers
1284,Taesa (Transmissora Aliança de Energia Elétrica)TAEE11.SA,Taesa (Transmissora Aliança de Energia Elétrica)TAEE11.SA Corp,taesa,TAESA,B3,BRL R$ Live Tracked,Brazil,BR,Brazil Headquarters,Commercial Enterprise,Operating Business,https://www.taesa.com,https://www.taesa.com/careers
1285,Ultrapar ParticipacoesUGP,Ultrapar ParticipacoesUGP Corp,ultrapar-participacoes,ULTRAPAR,B3,BRL R$ Live Tracked,Brazil,BR,Brazil Headquarters,Commercial Enterprise,Operating Business,https://www.ultrapar-participacoes.com,https://www.ultrapar-participacoes.com/careers
1286,Porto SeguroPSSA3.SA,Porto SeguroPSSA3.SA Corp,porto-seguro,PORTO-SE,B3,BRL R$ Live Tracked,Brazil,BR,Brazil Headquarters,Commercial Enterprise,Operating Business,https://www.porto-seguro.com,https://www.porto-seguro.com/careers
1287,RaiaDrogasilRADL3.SA,RaiaDrogasilRADL3.SA Corp,raiadrogasil,RAIADROG,B3,BRL R$ Live Tracked,Brazil,BR,Brazil Headquarters,Commercial Enterprise,Operating Business,https://www.raiadrogasil.com,https://www.raiadrogasil.com/careers
1288,CemigCIG,CemigCIG Corp,cemig,CEMIG,B3,BRL R$ Live Tracked,Brazil,BR,Brazil Headquarters,Commercial Enterprise,Operating Business,https://www.cemig.com,https://www.cemig.com/careers
1289,CSN MineraçãoCMIN3.SA,CSN MineraçãoCMIN3.SA Corp,csn-mineracao,CSN-MINE,B3,BRL R$ Live Tracked,Brazil,BR,Brazil Headquarters,Commercial Enterprise,Operating Business,https://www.csn-mineracao.com,https://www.csn-mineracao.com/careers
1290,RumoRAIL3.SA,RumoRAIL3.SA Corp,rumo,RUMO,B3,BRL R$ Live Tracked,Brazil,BR,Brazil Headquarters,Commercial Enterprise,Operating Business,https://www.rumo.com,https://www.rumo.com/careers
1291,Marfrig Global FoodsMBRF3.SA,Marfrig Global FoodsMBRF3.SA Corp,marfrig-global-foods,MARFRIG-,B3,BRL R$ Live Tracked,Brazil,BR,Brazil Headquarters,Commercial Enterprise,Operating Business,https://www.marfrig-global-foods.com,https://www.marfrig-global-foods.com/careers
1292,ComgásCGAS5.SA,ComgásCGAS5.SA Corp,comgas,COMGAS,B3,BRL R$ Live Tracked,Brazil,BR,Brazil Headquarters,Commercial Enterprise,Operating Business,https://www.comgas.com,https://www.comgas.com/careers
1293,CosanCSAN,CosanCSAN Corp,cosan,COSAN,B3,BRL R$ Live Tracked,Brazil,BR,Brazil Headquarters,Commercial Enterprise,Operating Business,https://www.cosan.com,https://www.cosan.com/careers
1294,TOTVSTOTS3.SA,TOTVSTOTS3.SA Corp,totvs,TOTVS,B3,BRL R$ Live Tracked,Brazil,BR,Brazil Headquarters,Commercial Enterprise,Operating Business,https://www.totvs.com,https://www.totvs.com/careers
1295,Multiplan Empreendimentos ImobiliáriosMULT3.SA,Multiplan Empreendimentos ImobiliáriosMULT3.SA Corp,multiplan-empreendimentos-imobiliarios,MULTIPLA,B3,BRL R$ Live Tracked,Brazil,BR,Brazil Headquarters,Commercial Enterprise,Operating Business,https://www.multiplan-empreendimentos-imobiliarios.com,https://www.multiplan-empreendimentos-imobiliarios.com/careers
1296,StoneCoSTNE,StoneCoSTNE Corp,stoneco,STONECO,B3,BRL R$ Live Tracked,Brazil,BR,Brazil Headquarters,Commercial Enterprise,Operating Business,https://www.stoneco.com,https://www.stoneco.com/careers
1297,PagSeguroPAGS,PagSeguroPAGS Corp,pagseguro,PAGSEGUR,B3,BRL R$ Live Tracked,Brazil,BR,Brazil Headquarters,Commercial Enterprise,Operating Business,https://www.pagseguro.com,https://www.pagseguro.com/careers
1298,Lojas RennerLREN3.SA,Lojas RennerLREN3.SA Corp,lojas-renner,LOJAS-RE,B3,BRL R$ Live Tracked,Brazil,BR,Brazil Headquarters,Commercial Enterprise,Operating Business,https://www.lojas-renner.com,https://www.lojas-renner.com/careers
1299,Inter &amp; CoINTR,Inter &amp; CoINTR Corp,inter-co,INTER-CO,B3,BRL R$ Live Tracked,Brazil,BR,Brazil Headquarters,Commercial Enterprise,Operating Business,https://www.inter-co.com,https://www.inter-co.com/careers
1300,Natura Cosméticos S.A.NATU3.SA,Natura Cosméticos S.A.NATU3.SA Corp,natura-cosmeticos,NATURA-C,B3,BRL R$ Live Tracked,Brazil,BR,Brazil Headquarters,Commercial Enterprise,Operating Business,https://www.natura-cosmeticos.com,https://www.natura-cosmeticos.com/careers
1301,GOL AirlinesGOLL54.SA,GOL AirlinesGOLL54.SA Corp,gol-airlines,GOL-AIRL,B3,BRL R$ Live Tracked,Brazil,BR,Brazil Headquarters,Commercial Enterprise,Operating Business,https://www.gol-airlines.com,https://www.gol-airlines.com/careers
1302,Sendas Distribuidora (Assaí Atacadista)ASAI3.SA,Sendas Distribuidora (Assaí Atacadista)ASAI3.SA Corp,assai-atacadista,ASSAI-AT,B3,BRL R$ Live Tracked,Brazil,BR,Brazil Headquarters,Commercial Enterprise,Operating Business,https://www.assai-atacadista.com,https://www.assai-atacadista.com/careers
1303,UsiminasUSIM5.SA,UsiminasUSIM5.SA Corp,usiminas,USIMINAS,B3,BRL R$ Live Tracked,Brazil,BR,Brazil Headquarters,Commercial Enterprise,Operating Business,https://www.usiminas.com,https://www.usiminas.com/careers
1304,OdontoPrevODPV3.SA,OdontoPrevODPV3.SA Corp,odontoprev,ODONTOPR,B3,BRL R$ Live Tracked,Brazil,BR,Brazil Headquarters,Commercial Enterprise,Operating Business,https://www.odontoprev.com,https://www.odontoprev.com/careers
1305,PicS N.V. (PicPay)PICS,PicS N.V. (PicPay)PICS Corp,picpay,PICPAY,B3,BRL R$ Live Tracked,Brazil,BR,Brazil Headquarters,Commercial Enterprise,Operating Business,https://www.picpay.com,https://www.picpay.com/careers
1306,BradesparBRAP3.SA,BradesparBRAP3.SA Corp,bradespar,BRADESPA,B3,BRL R$ Live Tracked,Brazil,BR,Brazil Headquarters,Commercial Enterprise,Operating Business,https://www.bradespar.com,https://www.bradespar.com/careers
1307,Unipar CarbocloroUNIP6.SA,Unipar CarbocloroUNIP6.SA Corp,unipar-carbocloro,UNIPAR-C,B3,BRL R$ Live Tracked,Brazil,BR,Brazil Headquarters,Commercial Enterprise,Operating Business,https://www.unipar-carbocloro.com,https://www.unipar-carbocloro.com/careers
1308,MarcopoloPOMO4.SA,MarcopoloPOMO4.SA Corp,marcopolo,MARCOPOL,B3,BRL R$ Live Tracked,Brazil,BR,Brazil Headquarters,Commercial Enterprise,Operating Business,https://www.marcopolo.com,https://www.marcopolo.com/careers
1309,AGI Inc (Agibank)AGBK,AGI Inc (Agibank)AGBK Corp,agi-inc-agibank,AGI-INC-,B3,BRL R$ Live Tracked,Brazil,BR,Brazil Headquarters,Commercial Enterprise,Operating Business,https://www.agi-inc-agibank.com,https://www.agi-inc-agibank.com/careers
1310,Celesc (Centrais Elétricas de Santa Catarina)CLSC4.SA,Celesc (Centrais Elétricas de Santa Catarina)CLSC4.SA Corp,celesc,CELESC,B3,BRL R$ Live Tracked,Brazil,BR,Brazil Headquarters,Commercial Enterprise,Operating Business,https://www.celesc.com,https://www.celesc.com/careers
1311,VivaraVIVA3.SA,VivaraVIVA3.SA Corp,vivara,VIVARA,B3,BRL R$ Live Tracked,Brazil,BR,Brazil Headquarters,Commercial Enterprise,Operating Business,https://www.vivara.com,https://www.vivara.com/careers
1312,HapvidaHAPV3.SA,HapvidaHAPV3.SA Corp,hapvida,HAPVIDA,B3,BRL R$ Live Tracked,Brazil,BR,Brazil Headquarters,Commercial Enterprise,Operating Business,https://www.hapvida.com,https://www.hapvida.com/careers
1313,DexcoDXCO3.SA,DexcoDXCO3.SA Corp,dexco,DEXCO,B3,BRL R$ Live Tracked,Brazil,BR,Brazil Headquarters,Commercial Enterprise,Operating Business,https://www.dexco.com,https://www.dexco.com/careers
1314,SIMPARSIMH3.SA,SIMPARSIMH3.SA Corp,simpar-sa,SIMPAR-S,B3,BRL R$ Live Tracked,Brazil,BR,Brazil Headquarters,Commercial Enterprise,Operating Business,https://www.simpar-sa.com,https://www.simpar-sa.com/careers
1315,"Vamos Locação de Caminhões, Máquinas e Equipamentos S.A.VAMO3.SA","Vamos Locação de Caminhões, Máquinas e Equipamentos S.A.VAMO3.SA Corp",vamos,VAMOS,B3,BRL R$ Live Tracked,Brazil,BR,Brazil Headquarters,Commercial Enterprise,Operating Business,https://www.vamos.com,https://www.vamos.com/careers
1316,IguatemiIGTI3.SA,IguatemiIGTI3.SA Corp,iguatemi,IGUATEMI,B3,BRL R$ Live Tracked,Brazil,BR,Brazil Headquarters,Commercial Enterprise,Operating Business,https://www.iguatemi.com,https://www.iguatemi.com/careers
1317,Magazine LuízaMGLU3.SA,Magazine LuízaMGLU3.SA Corp,magazine-luiza,MAGAZINE,B3,BRL R$ Live Tracked,Brazil,BR,Brazil Headquarters,Commercial Enterprise,Operating Business,https://www.magazine-luiza.com,https://www.magazine-luiza.com/careers
1318,Diagnosticos da America (DASA)DASA3.SA,Diagnosticos da America (DASA)DASA3.SA Corp,dasa,DASA,B3,BRL R$ Live Tracked,Brazil,BR,Brazil Headquarters,Commercial Enterprise,Operating Business,https://www.dasa.com,https://www.dasa.com/careers
1319,GrendeneGRND3.SA,GrendeneGRND3.SA Corp,grendene,GRENDENE,B3,BRL R$ Live Tracked,Brazil,BR,Brazil Headquarters,Commercial Enterprise,Operating Business,https://www.grendene.com,https://www.grendene.com/careers
1320,Vinci PartnersVINP,Vinci PartnersVINP Corp,vinci-partners,VINCI-PA,B3,BRL R$ Live Tracked,Brazil,BR,Brazil Headquarters,Commercial Enterprise,Operating Business,https://www.vinci-partners.com,https://www.vinci-partners.com/careers
1321,Movida ParticipaçõesMOVI3.SA,Movida ParticipaçõesMOVI3.SA Corp,movida,MOVIDA,B3,BRL R$ Live Tracked,Brazil,BR,Brazil Headquarters,Commercial Enterprise,Operating Business,https://www.movida.com,https://www.movida.com/careers
1322,BraskemBAK,BraskemBAK Corp,braskem,BRASKEM,B3,BRL R$ Live Tracked,Brazil,BR,Brazil Headquarters,Commercial Enterprise,Operating Business,https://www.braskem.com,https://www.braskem.com/careers
1323,LocawebLWSA3.SA,LocawebLWSA3.SA Corp,locaweb,LOCAWEB,B3,BRL R$ Live Tracked,Brazil,BR,Brazil Headquarters,Commercial Enterprise,Operating Business,https://www.locaweb.com,https://www.locaweb.com/careers
1324,Vasta PlatformVSTA,Vasta PlatformVSTA Corp,vasta-platform,VASTA-PL,B3,BRL R$ Live Tracked,Brazil,BR,Brazil Headquarters,Commercial Enterprise,Operating Business,https://www.vasta-platform.com,https://www.vasta-platform.com/careers
1325,CI&amp;TCINT,CI&amp;TCINT Corp,ciandt,CIANDT,B3,BRL R$ Live Tracked,Brazil,BR,Brazil Headquarters,Commercial Enterprise,Operating Business,https://www.ciandt.com,https://www.ciandt.com/careers
1326,VitruVTRU3.SA,VitruVTRU3.SA Corp,vitru,VITRU,B3,BRL R$ Live Tracked,Brazil,BR,Brazil Headquarters,Commercial Enterprise,Operating Business,https://www.vitru.com,https://www.vitru.com/careers
1327,BrasilAgroLND,BrasilAgroLND Corp,brasilagro,BRASILAG,B3,BRL R$ Live Tracked,Brazil,BR,Brazil Headquarters,Commercial Enterprise,Operating Business,https://www.brasilagro.com,https://www.brasilagro.com/careers
1328,Banco de BrasíliaBSLI3.SA,Banco de BrasíliaBSLI3.SA Corp,banco-de-brasilia,BANCO-DE,B3,BRL R$ Live Tracked,Brazil,BR,Brazil Headquarters,Commercial Enterprise,Operating Business,https://www.banco-de-brasilia.com,https://www.banco-de-brasilia.com/careers
1329,GPAPCAR3.SA,GPAPCAR3.SA Corp,gpa,GPA,B3,BRL R$ Live Tracked,Brazil,BR,Brazil Headquarters,Commercial Enterprise,Operating Business,https://www.gpa.com,https://www.gpa.com/careers
1330,AmericanasAMER3.SA,AmericanasAMER3.SA Corp,americanas,AMERICAN,B3,BRL R$ Live Tracked,Brazil,BR,Brazil Headquarters,Commercial Enterprise,Operating Business,https://www.americanas.com,https://www.americanas.com/careers
1331,Grupo Casas Bahia S.A.BHIA3.SA,Grupo Casas Bahia S.A.BHIA3.SA Corp,grupo-casas-bahia,GRUPO-CA,B3,BRL R$ Live Tracked,Brazil,BR,Brazil Headquarters,Commercial Enterprise,Operating Business,https://www.grupo-casas-bahia.com,https://www.grupo-casas-bahia.com/careers
1332,MéliuzCASH3.SA,MéliuzCASH3.SA Corp,meliuz,MELIUZ,B3,BRL R$ Live Tracked,Brazil,BR,Brazil Headquarters,Commercial Enterprise,Operating Business,https://www.meliuz.com,https://www.meliuz.com/careers
